Entity,Year,Wheat ,Rice,Bananas ,Maize ,Soybeans ,Potatoes,"Beans, dry ","Peas, dry ",Cassava ,Cocoa beans,Barley ,Change in global mean surface temperature caused by greenhouse gas emissions from agriculture and land use,Temperature anomaly,Annual precipitation anomaly,Total_Crop_Production,Temperature_Change,Cumulative_Temperature_Anomaly,Temp_Precip_Ratio,Extreme_Heat,Extreme_Precipitation,Temp_Anomaly_5yr_Avg,Precip_Anomaly_5yr_Avg,Wheat _Temp_Interaction,Rice_Temp_Interaction,Bananas _Temp_Interaction,Maize _Temp_Interaction,Soybeans _Temp_Interaction,Potatoes_Temp_Interaction,"Beans, dry _Temp_Interaction","Peas, dry _Temp_Interaction",Cassava _Temp_Interaction,Cocoa beans_Temp_Interaction,Barley _Temp_Interaction,Wheat _Pct_Change,Rice_Pct_Change,Bananas _Pct_Change,Maize _Pct_Change,Soybeans _Pct_Change,Potatoes_Pct_Change,"Beans, dry _Pct_Change","Peas, dry _Pct_Change",Cassava _Pct_Change,Cocoa beans_Pct_Change,Barley _Pct_Change,Years_Since_1961,Entity_Africa,Entity_Asia,Entity_Europe,Entity_North America,Entity_Oceania,Entity_South America,Entity_World
Africa,1971,0.091674,0.166012,0.06685,0.03667,0.06063,0.107636,0.061481,0.108839,0.096405,0.006687,0.068066,0.067846,0.598283,0.403365,0.8709499999999999,0.0,6.581113,1.4832298290630075,0,0,0.598283,0.403365,0.054846995742000006,0.09932215739599999,0.03999521855,0.02193903761,0.03627389829,0.064396788988,0.036783037123000004,0.065116523437,0.057677472615,0.004000718421,0.040722730678,0.1249309756666217,-0.020104121167762723,0.061111111111111116,0.18332311465358675,-0.05621020843386626,-0.07062927402086072,-0.015027475608388463,0.05641239675036647,-0.03044291576152547,0.026715799170889065,0.13881778179323723,10,True,False,False,False,False,False,False
Africa,1972,0.092937,0.167263,0.064454,0.037521,0.063438,0.117886,0.067184,0.101932,0.098896,0.006111,0.070263,0.069014,0.598283,0.403365,0.887885,0.0,7.1793960000000006,1.4832298290630075,0,0,0.598283,0.403365,0.05560262717100001,0.100070609429,0.038561732482,0.022448176442999998,0.037953876953999995,0.070529189738,0.040195045071999995,0.060984182756,0.059167795567999996,0.003656107413,0.04203715842900001,0.013777079651809743,0.00753559983615637,-0.03584143605086032,0.023206981183528708,0.04631370608609586,0.09522836225798059,0.09276036499080997,-0.06346070801826564,0.025838908770291935,-0.08613728129205922,0.032277495372138976,11,True,False,False,False,False,False,False
Africa,1973,0.08758,0.162988,0.070074,0.029015,0.064278,0.112723,0.061079,0.074619,0.096934,0.005634,0.046269,0.070185,0.598283,0.403365,0.8111929999999999,0.0,7.777679,1.4832298290630075,0,0,0.598283,0.403365,0.05239762514,0.097512949604,0.041924082942,0.017359181245,0.038456434674,0.06744025460900001,0.036542527357000004,0.044643279177000006,0.057993964322000005,0.003370726422,0.027681956126999998,-0.05764119780066068,-0.025558551502723237,0.08719396779098276,-0.22669971482636386,0.013241274945616333,-0.04379654920855747,-0.09086984996427705,-0.26795314523407754,-0.019839022811842688,-0.07805596465390274,-0.3414884078391188,12,True,False,False,False,False,False,False
Africa,1974,0.090349,0.166928,0.068382,0.03984,0.079762,0.111998,0.060464,0.094484,0.096716,0.006048,0.06384,0.071282,0.598283,0.403365,0.878811,0.0,8.375962,1.4832298290630075,0,0,0.598283,0.403365,0.054054270767,0.09987018462399999,0.040911788106,0.023835594720000002,0.047720248646,0.067006499434,0.036174583312,0.056528170972,0.057863538628,0.003618415584,0.038194386719999994,0.031616807490294496,0.024173558789604144,-0.024145902902645733,0.373082888161296,0.24089112915772115,-0.006431695394906178,-0.01006892712716323,0.26621905948887004,-0.0022489528957848615,0.07348242811501593,0.37975750502496264,13,True,False,False,False,False,False,False
Africa,1975,0.103202,0.167176,0.065518,0.038741,0.081684,0.113241,0.066439,0.086994,0.104723,0.005863,0.060052,0.07243,0.598283,0.403365,0.893633,0.0,8.974245,1.4832298290630075,0,0,0.598283,0.403365,0.061744002166000005,0.100018558808,0.039198305594000005,0.023178081702999998,0.048870148572000005,0.06775016520299999,0.039749324237,0.052047031302,0.062653990609,0.0035077332290000002,0.035928090716,0.1422594605363645,0.0014856704687049582,-0.041882366704688256,-0.02758534136546187,0.02409668764574624,0.011098412471651331,0.09881913204551473,-0.07927268108886154,0.08278878365523812,-0.030588624338624415,-0.05933583959899735,14,True,False,False,False,False,False,False
Africa,1976,0.105438,0.160659,0.063952,0.037813,0.088057,0.110331,0.06765,0.091713,0.108172,0.005143,0.06989,0.073536,0.598283,0.403365,0.9088180000000001,0.0,9.572528,1.4832298290630075,0,0,0.598283,0.403365,0.063081762954,0.096119548497,0.038261394415999996,0.022622875079,0.052683006131,0.066009161673,0.040473844950000004,0.054870328779,0.064717468676,0.003076969469,0.041813998869999994,0.0216662467781632,-0.0389828683543092,-0.023901828505143774,-0.023953950594976847,0.07802017530973004,-0.025697406416403945,0.018227246045244616,0.054245120353127785,0.03293450340421877,-0.12280402524304967,0.1638246852727634,15,True,False,False,False,False,False,False
Africa,1977,0.086411,0.157003,0.065177,0.041132,0.097409,0.114982,0.067338,0.083164,0.110516,0.005332,0.047305,0.074744,0.598283,0.403365,0.875769,0.0,10.170811,1.4832298290630075,0,0,0.598283,0.403365,0.051698232313000005,0.093932225849,0.038994291091,0.024608576356,0.058278148747,0.068791775906,0.040287180654,0.049755607412000004,0.066119844028,0.003190044956,0.028301777315000002,-0.18045676131944843,-0.022756272602219574,0.019154991243432562,0.08777404596302874,0.10620393608685275,0.042154970044683715,-0.004611973392461333,-0.09321470238679364,0.02166919350663754,0.0367489791950224,-0.3231506653312347,16,True,False,False,False,False,False,False
Africa,1978,0.097431,0.159621,0.065341,0.041925,0.125044,0.112614,0.065409,0.087357,0.108327,0.005103,0.058622,0.075861,0.598283,0.403365,0.9267939999999998,0.0,10.769094,1.4832298290630075,0,0,0.598283,0.403365,0.058291310973000006,0.095498530743,0.039092409503,0.025083014775,0.07481169945199999,0.067375041762,0.039133092747,0.052264208031,0.064810202541,0.003053038149,0.035072546026000004,0.1275300598303457,0.016674840608141395,0.0025162250487134052,0.019279393173198267,0.28370068474165633,-0.020594527839139953,-0.028646529448454028,0.050418450290991235,-0.019807086756668646,-0.04294823705926487,0.23923475319733645,17,True,False,False,False,False,False,False
Africa,1979,0.099033,0.157282,0.070695,0.038123,0.121246,0.118171,0.063304,0.106441,0.112039,0.005607,0.056757,0.077026,0.598283,0.403365,0.948698,0.0,11.367377,1.4832298290630075,0,0,0.598283,0.403365,0.059249760339,0.09409914680600001,0.042295616684999995,0.022808342808999998,0.072539420618,0.070699700393,0.037873707032,0.063681840803,0.067031029037,0.003354572781,0.033956748231,0.016442405394586856,-0.014653460384285277,0.08193936425827575,-0.09068574836016696,-0.030373308595374238,0.04934555206279856,-0.03218211561100148,0.21845988300880292,0.03426661866386027,0.09876543209876543,-0.031813994745999774,18,True,False,False,False,False,False,False
Africa,1980,0.102748,0.161424,0.067313,0.042475,0.118121,0.119147,0.061689,0.118637,0.110335,0.005554,0.068136,0.078184,0.598283,0.403365,0.9755789999999999,0.0,11.96566,1.4832298290630075,0,0,0.598283,0.403365,0.061472381684,0.09657723499200001,0.040272223579,0.025412070425,0.07066978624300001,0.071283624601,0.036907479987,0.070978500271,0.066011554805,0.003322863782,0.040764610488,0.03751274827582729,0.026334863493597593,-0.04783930971072914,0.11415680822600538,-0.02577404615409995,0.008259217574531963,-0.025511815998988996,0.11457990811811247,-0.015208989726791522,-0.009452470126627421,0.20048628363021304,19,True,False,False,False,False,False,False
Africa,1981,0.106185,0.157376,0.074105,0.050464,0.116876,0.112076,0.06481,0.094425,0.113694,0.005665,0.049352,0.079237,0.598283,0.403365,0.945028,0.0,12.563943,1.4832298290630075,0,0,0.598283,0.403365,0.063528680355,0.09415538540799999,0.044335761715000005,0.030191753312,0.069924923908,0.067053165508,0.03877472123,0.056492872274999995,0.068021187402,0.003389273195,0.029526462616,0.03345077276443331,-0.025076816334622,0.10090175746141172,0.1880871100647441,-0.010540039451071403,-0.05934685724357314,0.0505924881259221,-0.20408472904743047,0.03044364888747908,0.019985595966870662,-0.27568392626511684,20,True,False,False,False,False,False,False
Africa,1982,0.119924,0.159916,0.070999,0.039988,0.117562,0.110778,0.063881,0.100571,0.113403,0.005094,0.073207,0.080342,0.598283,0.403365,0.975323,0.0,13.162226,1.4832298290630075,0,0,0.598283,0.403365,0.07174849049200001,0.095675024228,0.042477494717000006,0.023924140604000003,0.070335346046,0.066276594174,0.03821891632299999,0.060169919593,0.067847087049,0.0030476536019999998,0.043798503581,0.12938738993266474,0.016139690931272987,-0.04191350111328518,-0.20759353202282815,0.005869468496526364,-0.01158142688889674,-0.014334207683999622,0.0650886947312681,-0.0025595018206765463,-0.1007943512797882,0.4833644026584534,21,True,False,False,False,False,False,False
Africa,1983,0.104452,0.165772,0.070842,0.031515,0.135785,0.114559,0.065162,0.089142,0.114449,0.005261,0.053474,0.081448,0.598283,0.403365,0.9504130000000002,0.0,13.760509,1.4832298290630075,0,0,0.598283,0.403365,0.062491855916000004,0.099178569476,0.042383564286,0.018854888745,0.081237857155,0.06853870219699999,0.038985316846,0.053332143186,0.068472891067,0.003147566863,0.031992585142,-0.12901504286047827,0.036619225093173835,-0.0022112987506867077,-0.21188856656997102,0.15500757047345215,0.034131325714491956,0.020052910881169783,-0.11364110926609061,0.009223741876317026,0.03278366705928559,-0.26955072602346763,22,True,False,False,False,False,False,False
Africa,1984,0.107268,0.165149,0.067411,0.03275,0.135939,0.117138,0.064775,0.082761,0.115354,0.006189,0.050882,0.082554,0.598283,0.403365,0.9456159999999999,0.0,14.358792000000001,1.4832298290630075,0,0,0.598283,0.403365,0.064176620844,0.09880583916699999,0.040330855313,0.01959376825,0.081329992737,0.07008167405400001,0.038753781325,0.049514499363,0.069014337182,0.003702773487,0.030441835605999997,0.02695975184773869,-0.0037581738773738715,-0.04843172129527684,0.0391876884023481,0.0011341458924034598,0.022512417182412703,-0.005939044228231105,-0.07158241906172169,0.007907452227629896,0.1763923208515492,-0.04847215469199995,23,True,False,False,False,False,False,False
Africa,1985,0.116742,0.170882,0.070686,0.04083,0.149854,0.128718,0.068411,0.08212,0.124988,0.005952,0.072011,0.083639,0.598283,0.403365,1.031194,0.0,14.957075,1.4832298290630075,0,0,0.598283,0.403365,0.069844753986,0.102235795606,0.042290232138,0.02442789489,0.089655100682,0.077009791194,0.040929138313,0.04913099996,0.07477819560400001,0.003560980416,0.043082957113,0.08832084125741124,0.03471410665520236,0.048582575544050766,0.24671755725190825,0.10236208887809961,0.09885775751677506,0.05613276727132388,-0.007745193992339416,0.083516826464622,-0.03829374697043142,0.41525490350222105,24,True,False,False,False,False,False,False
Africa,1986,0.135469,0.172338,0.070122,0.039489,0.138321,0.129712,0.067267,0.081498,0.124351,0.006269,0.080394,0.084697,0.598283,0.403365,1.0452299999999999,0.0,15.555358,1.4832298290630075,0,0,0.598283,0.403365,0.081048799727,0.103106895654,0.041952800526000006,0.023625597387000003,0.082755102843,0.07760448449599999,0.040244702561,0.048758867934,0.074397089333,0.0037506361270000003,0.048098363501999995,0.16041356152884134,0.008520499525988656,-0.007978949155419635,-0.032843497428361346,-0.07696157593390895,0.0077223076803554225,-0.01672245691482377,-0.007574281539210914,-0.005096489262969239,0.053259408602150504,0.11641277027120833,25,True,False,False,False,False,False,False
Africa,1987,0.140966,0.177199,0.072213,0.036537,0.124348,0.142498,0.069203,0.082552,0.122955,0.006566,0.058598,0.085845,0.598283,0.403365,1.0336349999999999,0.0,16.153641,1.4832298290630075,0,0,0.598283,0.403365,0.08433756137800001,0.106015149317,0.043203810279,0.021859465971,0.07439529448400001,0.08525413093400001,0.041402978449000004,0.049389458216,0.073561886265,0.0039283261779999995,0.035058187234,0.040577549107175814,0.028206199445276248,0.029819457516899073,-0.07475499506191607,-0.10101864503582247,0.09857222153694356,0.02878082863811393,0.012932832707551078,-0.011226286881488745,0.04737597702982921,-0.27111475980794586,26,True,False,False,False,False,False,False
Africa,1988,0.164915,0.16857,0.064564,0.041064,0.119364,0.141211,0.069384,0.084137,0.124629,0.007702,0.082658,0.086888,0.598283,0.403365,1.068198,0.0,16.751924,1.4832298290630075,0,0,0.598283,0.403365,0.098665840945,0.10085256531,0.038627543612,0.024567893112000003,0.071413452012,0.084484140713,0.041511267672,0.050337736771,0.07456341200700001,0.004607975666,0.049452876214,0.16989203070243897,-0.04869666307371934,-0.1059227562904187,0.12390179817719038,-0.040081062823688396,-0.009031705708150373,0.00261549354796764,0.019200019381723,0.01361473709893879,0.1730124885775206,0.41059421823270426,27,True,False,False,False,False,False,False
Africa,1989,0.138814,0.177297,0.064894,0.046124,0.103676,0.142314,0.069748,0.08569,0.123478,0.008121,0.07528,0.088009,0.598283,0.403365,1.035436,0.0,17.350207,1.4832298290630075,0,0,0.598283,0.403365,0.083050056362,0.106073781051,0.038824977001999994,0.027595205092,0.062027588308,0.085144046862,0.041729042684,0.05126687027,0.073874788274,0.004858656243,0.04503874424,-0.15826941151502294,0.051770777718455285,0.005111207484046698,0.12322228716150385,-0.13142991186622432,0.007811006224727413,0.005246166263115359,0.018457991133508322,-0.009235410698954505,0.054401454167748664,-0.08925935783590211,28,True,False,False,False,False,False,False
Africa,1990,0.149844,0.185377,0.065665,0.041225,0.099723,0.142324,0.076489,0.092399,0.131192,0.00781,0.066498,0.08922,0.598283,0.403365,1.058546,0.0,17.94849,1.4832298290630075,0,0,0.598283,0.403365,0.089649117852,0.110907907691,0.039286253195,0.024664216675,0.059662575609000006,0.085150029692,0.045762068387000004,0.055280750917,0.078489943336,0.00467259023,0.039784622934,0.07945884420879756,0.0455732471502619,0.011880913489690892,-0.10621368484953608,-0.03812840001543272,7.026715572622244e-05,0.09664793255720583,0.07829384992414501,0.06247266719577582,-0.03829577638221893,-0.11665781083953242,29,True,False,False,False,False,False,False
Africa,1991,0.179581,0.183404,0.065211,0.040743,0.120797,0.14189,0.073785,0.115138,0.129559,0.00771,0.087852,0.090622,0.598283,0.403365,1.1456700000000002,0.0,18.546773,1.4832298290630075,0,0,0.598283,0.403365,0.10744025942299999,0.109727495332,0.03901463271300001,0.024375844269,0.072270791551,0.08489037487,0.044144311155000004,0.068885108054,0.07751294719700001,0.00461276193,0.052560358116,0.19845305784682732,-0.01064317579850782,-0.006913881062971083,-0.011691934505761004,0.2113253712784413,-0.0030493802872321174,-0.03535148844931946,0.2460957369668504,-0.012447405329593209,-0.012804097311139628,0.32112243977262467,30,True,False,False,False,False,False,False
Africa,1992,0.152024,0.18454,0.065909,0.030993,0.085524,0.14172,0.071138,0.076816,0.129191,0.008376,0.057846,0.092105,0.598283,0.403365,1.0040769999999999,0.0,19.145056,1.4832298290630075,0,0,0.598283,0.403365,0.090953374792,0.11040714482000001,0.039432234247,0.018542585019,0.051167555292000004,0.08478866676,0.04256065605400001,0.045957706928,0.077292779053,0.005011218408,0.034608278418,-0.1534516457754439,0.006193976140105972,0.010703715630798305,-0.23930491127310216,-0.2920022848249543,-0.001198111212911246,-0.03587450023717553,-0.3328353801525127,-0.0028404047576779945,0.08638132295719836,-0.3415517005873514,31,True,False,False,False,False,False,False
Africa,1993,0.153567,0.193067,0.066881,0.042444,0.096598,0.148288,0.068788,0.091159,0.1315,0.008301,0.052973,0.093564,0.598283,0.403365,1.0535659999999998,0.0,19.743339,1.4832298290630075,0,0,0.598283,0.403365,0.091876525461,0.11550870396099999,0.040013765323,0.025393523652,0.057792941234,0.088718189504,0.041154691004,0.054538879997,0.0786742145,0.004966347183,0.031692845359,0.010149713203178479,0.04620678443697823,0.014747606548422887,0.36947052560255544,0.12948412141621057,0.04634490544736103,-0.033034383873597806,0.18671891272651542,0.01787276203450716,-0.008954154727793706,-0.08424091553434987,32,True,False,False,False,False,False,False
Africa,1994,0.18211,0.180858,0.068398,0.043701,0.095602,0.145277,0.06112,0.076111,0.129458,0.008377,0.0872,0.095202,0.598283,0.403365,1.078212,0.0,20.341622,1.4832298290630075,0,0,0.598283,0.403365,0.10895331713,0.108204266814,0.040921360634,0.026145565383,0.05719705136600001,0.08691675939099999,0.036567056960000004,0.045535917413,0.077452520614,0.005011816691000001,0.0521702776,0.18586675522735985,-0.06323711457680492,0.022682077122052613,0.02961549335595115,-0.01031077247976142,-0.020305082002589625,-0.11147293132523117,-0.16507421099397757,-0.01552851711026626,0.009155523430912194,0.646121609121628,33,True,False,False,False,False,False,False
Africa,1995,0.152006,0.187735,0.068467,0.037935,0.10529,0.158487,0.063649,0.090943,0.132361,0.008378,0.052081,0.096767,0.598283,0.403365,1.0573320000000002,0.0,20.939905,1.4832298290630075,0,0,0.598283,0.403365,0.090942605698,0.11231865900500002,0.040962642161,0.022695865605000004,0.06299321707,0.09482007782099999,0.038080114667,0.054409650869,0.079189336163,0.005012414974,0.031159176923000003,-0.1653066827741475,0.03802430636189724,0.001008801426942263,-0.13194206082240667,0.10133679211731961,0.09092974111524876,0.041377617801046984,0.19487327718726588,0.02242426115033469,0.00011937447773657794,-0.40274082568807335,34,True,False,False,False,False,False,False
Africa,1996,0.190832,0.198995,0.06768,0.046753,0.129659,0.157656,0.05805,0.086532,0.133229,0.008994,0.097334,0.098344,0.598283,0.403365,1.1757140000000001,0.0,21.538188,1.4832298290630075,0,0,0.598283,0.403365,0.114171541456,0.11905532558500001,0.04049179344,0.027971525099000003,0.077572775497,0.094322904648,0.034730328149999996,0.051770624556,0.07970864580699999,0.005380957302,0.058233277522000006,0.2554241279949476,0.05997816070524942,-0.011494588633940372,0.23245024383814417,0.23144648114730737,-0.005243332260690181,-0.08796681801756512,-0.04850290841516114,0.006557822923670686,0.07352590116973023,0.86889652656439,35,True,False,False,False,False,False,False
Africa,1997,0.167918,0.194184,0.063949,0.044175,0.131566,0.151299,0.056611,0.088928,0.137305,0.008564,0.058945,0.09992,0.598283,0.403365,1.103444,0.0,22.136471,1.4832298290630075,0,0,0.598283,0.403365,0.10046248479400001,0.116176986072,0.038259599567,0.026429151525,0.078713701178,0.09051961961699999,0.033869398913000004,0.053204110623999996,0.082147247315,0.005123695612,0.035265791435,-0.12007420139180003,-0.024176486846403278,-0.0551270685579196,-0.05514084657669038,0.014707810487509576,-0.040321966813822496,-0.0247889750215331,0.027689178569777706,0.030593939757860733,-0.04780965087836331,-0.3944048328436107,36,True,False,False,False,False,False,False
Africa,1998,0.173702,0.184834,0.061301,0.043344,0.149406,0.162089,0.061733,0.08229,0.133672,0.008956,0.064262,0.101626,0.598283,0.403365,1.125589,0.0,22.734754,1.4832298290630075,0,0,0.598283,0.403365,0.103922953666,0.110583040022,0.036675346183,0.025931978352,0.08938706989800001,0.09697509318700001,0.036933804439000004,0.04923270807,0.07997368517600001,0.005358222548000001,0.038446862146,0.03444538405650377,-0.04815020805009684,-0.041407996997607555,-0.018811544991511053,0.13559734277852953,0.07131573903330501,0.0904771157548887,-0.07464465635120543,-0.026459342340045877,0.04577300326950029,0.09020273135974222,37,True,False,False,False,False,False,False
Africa,1999,0.170616,0.204716,0.06655,0.047571,0.155067,0.142876,0.06321,0.080151,0.135719,0.008183,0.059178,0.103205,0.598283,0.403365,1.133837,0.0,23.333037,1.4832298290630075,0,0,0.598283,0.403365,0.10207665232799999,0.122478102628,0.03981573365,0.028460920593,0.09277394996100001,0.085480281908,0.03781746843,0.047952980733,0.081198370477,0.0048957497889999995,0.035405191374,-0.017766059112733323,0.10756678965991107,0.08562666188153534,0.09752214839424145,0.03789004457652312,-0.11853364509621267,0.023925615149109847,-0.0259934378417791,0.015313603447243862,-0.08631085305940167,-0.07911362858298832,38,True,False,False,False,False,False,False
Africa,2000,0.163615,0.2038,0.062058,0.04922,0.154788,0.137975,0.061886,0.083286,0.13893,0.008646,0.036263,0.104802,0.598283,0.403365,1.1004669999999999,0.0,23.93132,1.4832298290630075,0,0,0.598283,0.403365,0.09788807304500001,0.1219300754,0.037128246414000005,0.02944748926,0.092607029004,0.082548096925,0.037025341738,0.049828597938,0.08311945719,0.005172754817999999,0.021695536428999997,-0.04103366624466631,-0.00447449149065049,-0.06749812171299774,0.034663975951735315,-0.0017992222716631812,-0.03430247207368642,-0.020946052839740603,0.039113672942321376,0.02365917815486407,0.05658071611878279,-0.3872216026225963,39,True,False,False,False,False,False,False
